    1    21 0.3239e+01 0.6696e+06 0.7370e+00
    1    22 0.2709e+01 0.1614e+08 0.2359e-01
    1    23 0.4814e+01 0.5431e+07 0.4927e+00
    1    24 0.5433e+01 0.1187e+07 0.7841e+00
    1    25 0.3715e+01 0.7850e+06 0.8990e+00
    1    26 0.3935e+01 0.2396e+07 0.8096e+00
    1    27 0.4793e+01 0.9067e+07 0.2519e+00
    1    28 0.6285e+01 0.2609e+07 0.8987e+00
    1    29 0.3778e+01 0.7031e+07 0.6559e-01
    1    30 0.2332e+01 0.5831e+06 0.4081e+00
    1    31 0.2512e+01 0.6581e+06 0.1582e+00
    1    32 0.5125e+01 0.1158e+07 0.6148e+00
    1    33 0.7446e+01 0.8232e+06 0.8553e+00
    1    34 0.4572e+01 0.3362e+07 0.6006e+00
    1    35 0.3291e+01 0.1079e+07 0.2384e+00
    1    36 0.3816e+01 0.1892e+07 0.9256e+00
    1    37 0.3490e+01 0.7393e+07 0.5609e+00
    1    38 0.2270e+01 0.9863e+06 0.5254e+00
    1    39 0.3398e+01 0.4232e+07 0.6783e+00
    1    40 0.5114e+01 0.1545e+07 0.5169e+00
    1    41 0.3356e+01 0.7148e+07 0.1840e+00
    1    42 0.2339e+01 0.7581e+06 0.8026e+00
    1    43 0.7967e+01 0.4736e+08 0.1553e+00
    1    44 0.3277e+01 0.7273e+06 0.2902e+00
    1    45 0.4034e+01 0.4141e+07 0.3922e+00
    1    46 0.5554e+01 0.9304e+06 0.3431e+00
    1    47 0.1686e+01 0.9039e+06 0.5382e+00
    1    48 0.5677e+01 0.1901e+07 0.1882e+00
    1    49 0.4945e+01 0.2425e+07 0.4270e+00
    1    50 0.4900e+01 0.2663e+07 0.1803e+00
    1    51 0.2081e+01 0.2328e+06 0.5290e+00
    1    52 0.2985e+01 0.6358e+06 0.5398e+00
    1    53 0.4182e+01 0.1467e+07 0.8731e+00
    1    54 0.3533e+01 0.1649e+07 0.6845e+00
    1    55 0.2148e+01 0.6689e+07 0.5544e+00
    1    56 0.4061e+01 0.7792e+06 0.3220e+00
    1    57 0.4017e+01 0.9558e+06 0.9009e+00
    1    58 0.2452e+01 0.9567e+08 0.7354e-02
    1    59 0.2965e+01 0.3113e+08 0.1721e+00
    1    60 0.1340e+01 0.1902e+07 0.9581e+00
    1    61 0.5306e+01 0.7200e+06 0.7872e+00
    1    62 0.5618e+01 0.1265e+07 0.3185e+00
    1    63 0.6826e+01 0.1096e+07 0.2618e+00
    1    64 0.2342e+01 0.9685e+06 0.6157e+00
    1    65 0.2619e+01 0.7474e+06 0.9152e+00
    1    66 0.2248e+01 0.1681e+07 0.6742e+00
    1    67 0.5545e+01 0.8213e+06 0.7561e+00
    1    68 0.5444e+01 0.8150e+06 0.5257e+00
    1    69 0.4435e+01 0.1981e+08 0.3018e-01
    1    70 0.4559e+01 0.1571e+10 0.3481e-02
    1    71 0.2251e+01 0.2584e+07 0.2550e+00
    1    72 0.5902e+01 0.2499e+08 0.4007e+00
    1    73 0.1908e+01 0.4115e+08 0.3318e+00
    1    74 0.2063e+01 0.1019e+08 0.4136e+00
    1    75 0.3262e+01 0.4640e+06 0.5623e+00
    1    76 0.5376e+01 0.6092e+06 0.7498e+00
    1    77 0.2296e+01 0.5690e+06 0.4146e+00
    1    78 0.5803e+01 0.5453e+07 0.2717e+00
    1    79 0.1136e+01 0.7792e+06 0.5665e+00
    1    80 0.9107e+01 0.3015e+07 0.4407e+00
    1    81 0.3015e+01 0.1229e+08 0.2493e+00
    1    82 0.2174e+01 0.9089e+08 0.3061e-02
    1    83 0.3382e+01 0.1344e+07 0.8134e+00
    1    84 0.6634e+01 0.5661e+07 0.4183e+00
    1    85 0.4872e+01 0.6720e+07 0.8642e-01
    1    86 0.4963e+01 0.2062e+07 0.1869e+00
    1    87 0.3798e+01 0.3461e+06 0.7091e+00
    2     1 0.1090e+01 0.8841e+06 0.3590e+00
    2     2 0.2080e+01 0.7214e+07 0.7350e+00
    2     3 0.1869e+01 0.3673e+07 0.2929e+00
    2     4 0.1192e+01 0.5816e+07 0.4167e+00
    2     5 0.3922e+01 0.2153e+08 0.1440e+00
    2     6 0.1671e+01 0.2202e+07 0.8632e+00
    2     7 0.3682e+01 0.4554e+07 0.6766e-01
    2     8 0.3964e+01 0.2406e+07 0.1039e+00
    2     9 0.3811e+01 0.2283e+07 0.1302e+00
    2    10 0.3017e+01 0.2246e+08 0.9166e+00
    2    11 0.6379e+01 0.1363e+08 0.1933e+00
    2    12 0.4801e+01 0.4700e+07 0.1448e+00
    2    13 0.1020e+02 0.1493e+07 0.6029e+00
    2    14 0.2697e+01 0.1182e+07 0.3898e+00
    2    15 0.4827e+01 0.2644e+07 0.1472e+00
    2    16 0.1406e+00 0.4086e+07 0.1720e+00
    2    17 0.6553e+01 0.1323e+07 0.3235e+00
    2    18 0.4625e+01 0.1155e+07 0.1740e+00
    2    19 0.3367e+01 0.1051e+09 0.3574e-01
    2    20 0.7679e+01 0.9663e+06 0.6380e+00
    2    21 0.4479e+01 0.9443e+07 0.2684e+00
    2    22 0.2770e+01 0.1387e+08 0.2193e+00
    2    23 0.4856e+01 0.3281e+07 0.7519e+00
    2    24 0.3018e+01 0.2549e+07 0.3394e+00
    2    25 0.7644e+01 0.5228e+08 0.1027e+00
    2    26 0.2584e+01 0.1654e+08 0.3412e+00
    2    27 0.3134e+01 0.4588e+06 0.9419e+00
    2    28 0.3333e+01 0.1829e+09 0.3576e+00
    2    29 0.2750e+01 0.6759e+06 0.2580e+00
    2    30 0.2839e+01 0.3322e+07 0.1680e+00
    2    31 0.2971e+01 0.2450e+07 0.1155e+00
    2    32 0.2433e+01 0.9650e+06 0.4234e+00
    2    33 0.4132e+01 0.8936e+08 0.1192e+00
    2    34 0.4734e+01 0.4145e+06 0.4822e+00
    2    35 0.3377e+01 0.3598e+07 0.5014e+00
    2    36 0.3984e+01 0.9365e+07 0.5772e+00
    2    37 0.3988e+01 0.9489e+07 0.2982e-01
    2    38 0.1872e+01 0.3543e+08 0.2546e-01
    2    39 0.2946e+01 0.6694e+06 0.8399e+00
    2    40 0.3361e+01 0.5665e+07 0.2110e+00
    2    41 0.1125e+02 0.5648e+07 0.3839e+00
    2    42 0.1227e+01 0.9978e+06 0.4320e+00
    2    43 0.2038e+01 0.7038e+07 0.5933e+00
    2    44 0.5150e+01 0.2554e+07 0.6206e+00
    2    45 0.3393e+01 0.3054e+07 0.2512e+00
    2    46 0.5327e+01 0.1524e+07 0.4217e+00
    2    47 0.1942e+01 0.7088e+06 0.1640e+00
    2    48 0.7424e+00 0.4466e+06 0.4514e+00
    2    49 0.3075e+01 0.1340e+08 0.1898e+00
    2    50 0.4540e+01 0.7238e+07 0.6153e+00
    2    51 0.3567e+01 0.5422e+06 0.5810e+00
    2    52 0.1172e+01 0.4843e+06 0.4388e+00
    2    53 0.4886e+01 0.7442e+07 0.1755e+00
    2    54 0.3141e+01 0.6043e+08 0.6630e-01
    2    55 0.4563e+01 0.5936e+06 0.5258e+00
    2    56 0.6326e+01 0.1595e+08 0.8993e+00
    2    57 0.6836e+01 0.8589e+06 0.5475e+00
    2    58 0.1195e+01 0.1361e+07 0.2763e+00
    2    59 0.2780e+01 0.2869e+07 0.1291e+00
    3     1 0.4699e+01 0.4077e+09 0.2771e+00
    3     2 0.9760e+00 0.4518e+06 0.2520e+00
    3     3 0.2229e+01 0.5645e+07 0.1125e+00
    3     4 0.8561e+01 0.1207e+07 0.3396e+00
    3     5 0.2124e+01 0.6014e+08 0.6203e-01
    3     6 0.6312e+01 0.4146e+06 0.8584e+00
    3     7 0.4758e+01 0.9352e+08 0.3680e-01
    3     8 0.4249e+01 0.1531e+08 0.1409e+00
    3     9 0.2158e+01 0.1228e+07 0.5042e+00
    3    10 0.1639e+01 0.1111e+07 0.3451e+00
    3    11 0.5154e+01 0.2261e+08 0.9393e+00
    3    12 0.5962e+01 0.5041e+07 0.3173e+00
    3    13 0.2199e+01 0.1827e+08 0.1710e-01
    3    14 0.6473e+01 0.1392e+07 0.2020e+00
    3    15 0.4788e+01 0.2255e+07 0.5413e+00
    3    16 0.4701e+01 0.1028e+08 0.1278e+00
    3    17 0.2272e+01 0.2672e+06 0.8928e+00
    3    18 0.2090e+01 0.9382e+06 0.1836e+00
    3    19 0.3839e+01 0.6974e+07 0.1133e+00
    3    20 0.2916e+01 0.1092e+07 0.6041e+00
    3    21 0.2884e+01 0.3938e+08 0.1103e+00
    3    22 0.3284e+01 0.2866e+08 0.4114e-01
    3    23 0.3819e+01 0.9297e+07 0.1372e+00
    3    24 0.5666e+01 0.5949e+07 0.2865e+00
    3    25 0.5213e+00 0.9932e+09 0.1445e-02
    3    26 0.1530e+01 0.5762e+06 0.8113e+00
    3    27 0.2265e+01 0.8468e+06 0.4678e+00
    3    28 0.6408e+01 0.1465e+07 0.8533e+00
    3    29 0.3876e+01 0.2260e+08 0.6527e-01
    3    30 0.4867e+01 0.7438e+06 0.4140e+00
    3    31 0.3198e+01 0.3022e+07 0.2454e+00
    3    32 0.3657e+01 0.1080e+08 0.9319e-01
    3    33 0.2888e+01 0.5394e+06 0.9115e+00
    3    34 0.4565e+01 0.4375e+07 0.2393e+00
    3    35 0.5730e+01 0.1639e+07 0.7964e+00
    3    36 0.2474e+01 0.3230e+07 0.8664e-01
    3    37 0.3625e+01 0.3244e+08 0.9117e-01
    3    38 0.8818e+01 0.2927e+07 0.3683e+00
    3    39 0.1861e+01 0.3237e+07 0.6358e+00
    3    40 0.4717e+01 0.2283e+07 0.1169e+00
    3    41 0.2777e+01 0.1892e+07 0.5270e+00
    3    42 0.4164e+01 0.3525e+08 0.1387e+00
    3    43 0.1261e+01 0.8545e+06 0.2320e+00
    3    44 0.5312e+01 0.6537e+06 0.8307e+00
    3    45 0.6888e+00 0.1067e+07 0.6343e+00
    3    46 0.3092e+01 0.8661e+06 0.4979e+00
    3    47 0.2033e+01 0.3939e+06 0.2954e+00
    3    48 0.1066e+01 0.1836e+06 0.8317e+00
    3    49 0.5087e+01 0.1298e+07 0.2935e+00
    3    50 0.1644e+01 0.5452e+08 0.2461e-02
    3    51 0.3107e+01 0.6277e+06 0.4863e+00
    3    52 0.2198e+01 0.9633e+07 0.2493e+00
    3    53 0.2975e+01 0.2303e+07 0.8531e-01
    3    54 0.2255e+01 0.6865e+06 0.4495e+00
    3    55 0.5102e+01 0.9575e+06 0.2521e+00
    3    56 0.2510e+01 0.1205e+07 0.3436e+00
    3    57 0.1163e+01 0.6808e+07 0.4645e+00
    3    58 0.7503e+01 0.1627e+07 0.3666e+00
    3    59 0.5660e+01 0.5673e+06 0.8679e+00
    3    60 0.3090e+01 0.9996e+06 0.3754e+00
    4     1 0.7093e+01 0.8584e+07 0.3735e+00
    4     2 0.2273e+01 0.7801e+07 0.6058e-01
    4     3 0.4131e+01 0.1832e+07 0.6554e+00
    4     4 0.5560e+01 0.9243e+07 0.3435e+00
    4     5 0.6904e+01 0.5360e+07 0.2242e+00
    4     6 0.2355e+01 0.6638e+07 0.7080e+00
    4     7 0.6857e+01 0.1083e+07 0.3417e+00
    4     8 0.3199e+01 0.1448e+07 0.6076e+00
    4     9 0.4172e+01 0.1135e+09 0.7346e+00
    4    10 0.3513e+01 0.6679e+06 0.4580e+00
